outcome_id,parent_outcome_id,moderator_variable,moderator_value,arm_id,study_id,cohort_id,outcome_category,outcome_subtype,timepoint,timepoint_days_numeric,is_primary_timepoint,is_primary_definition,denominator_n,event_count,proportion_reported_pct,cumulative_incidence_pct,ci_lower_pct,ci_upper_pct,ci_method,competing_risks_handled,hr_value,hr_ci_lower,hr_ci_upper,hr_comparator_arm_id,hr_adjusted,incidence_rate_value,incidence_rate_unit,person_time_total,person_time_unit,median_time_to_event_days,ascertainment_method,screening_frequency_per_week,definition_text,data_source,data_quality_flag,extraction_notes
234,1643,conditioning_intensity,MAC,232,232,1024,aGVHD,grade_II_IV,D+100,100,Y,Y,716,NR,NR,34,NR,NR,Gray_CIF,Y_CIF,NR,NR,NR,NA,NR,NR,NR,NR,NR,NR,NR,NR,Grade II-IV aGVHD 3-month CI by conditioning intensity subgroup (MAC),narrative_text,direct,"Abstract reports MAC aGVHD 33% vs 34%, P=.46"
235,1642,conditioning_intensity,RIC,231,232,1024,aGVHD,grade_II_IV,D+100,100,Y,Y,129,NR,NR,31,NR,NR,Gray_CIF,Y_CIF,NR,NR,NR,232,NR,NR,NR,NR,NR,NR,NR,NR,Grade II-IV aGVHD 3-month CI by conditioning intensity subgroup (RIC),narrative_text,direct,"Abstract reports RIC aGVHD 31% vs 30%, P=.06"
236,1643,conditioning_intensity,RIC,232,232,1024,aGVHD,grade_II_IV,D+100,100,Y,Y,258,NR,NR,30,NR,NR,Gray_CIF,Y_CIF,NR,NR,NR,NA,NR,NR,NR,NR,NR,NR,NR,NR,Grade II-IV aGVHD 3-month CI by conditioning intensity subgroup (RIC),narrative_text,direct,"Abstract reports RIC aGVHD 31% vs 30%, P=.06"
237,NA,agvhd_status,NA_HCT_CI_stratified,237,241,1088,NRM,NRM_overall,D+1095_3yr_other,1095,N,Y,184,NR,NR,NR,NR,NR,Gray_CIF,Y_CIF,NR,NR,NR,NA,NR,NR,NA,NR,NA,NR,clinical_only,NA,"3-year cumulative incidence of nonrelapse mortality stratified by HCT-CI score (0-1, 2-4, >=5) within PTCY arm: HCT-CI 0-1 = 2%; HCT-CI >=5 = 26% (P=.003). Comparison HCT-CI 2-4 vs 0-1: sHR 4.49 (95% CI 0.56-35.9, P=.16); HCT-CI >=5 vs 0-1: sHR 13.2 (95% CI 1.66-104.5, P=.015).",narrative_text,direct,HCT-CI stratified 3-yr NRM only; arm-level overall NRM not separately reported. Captured as subgroup outcome only for the HCT-CI moderator. Note moderator_variable enum does not include 'HCT_CI_score' so this entry is a placeholder; flagged for consolidator to add HCT-CI as moderator variable or skip.
238,1871,donor_type,MSD,271,261,1101,NRM,NRM_overall,D+730_2yr,730,N,Y,44,NR,NR,7,0,15,Gray_CIF,Y_CIF,NR,NR,NR,NA,NR,NR,NR,NR,NR,NR,clinical_only,NR,2-year NRM in PTCy-Sir-MMF arm stratified by donor type: MSD 7% (95% CI 0-15).,narrative_text,direct,Subgroup NRM by donor type within PTCy arm.
239,1871,donor_type,MUD,271,261,1101,NRM,NRM_overall,D+730_2yr,730,N,Y,47,NR,NR,9,1,18,Gray_CIF,Y_CIF,NR,NR,NR,NA,NR,NR,NR,NR,NR,NR,clinical_only,NR,2-year NRM in PTCy-Sir-MMF arm stratified by donor type: MUD 9% (95% CI 1-18).,narrative_text,direct,Subgroup NRM by donor type within PTCy arm.
240,1872,donor_type,MSD,272,261,1101,NRM,NRM_overall,D+730_2yr,730,N,Y,12,0,0,0,NR,NR,Gray_CIF,Y_CIF,NR,NR,NR,NA,NR,NR,NR,NR,NR,NR,clinical_only,NR,2-year NRM in TCD arm stratified by donor type: MSD 0%.,narrative_text,direct,Subgroup NRM by donor type within TCD arm.
241,1872,donor_type,MUD,272,261,1101,NRM,NRM_overall,D+730_2yr,730,N,Y,14,NR,NR,44,18,71,Gray_CIF,Y_CIF,NR,NR,NR,NA,NR,NR,NR,NR,NR,NR,clinical_only,NR,2-year NRM in TCD arm stratified by donor type: MUD 44% (95% CI 18-71).,narrative_text,direct,Subgroup NRM by donor type within TCD arm.
242,1872,donor_type,MMUD,272,261,1101,NRM,NRM_overall,D+730_2yr,730,N,Y,12,NR,NR,26,1,52,Gray_CIF,Y_CIF,NR,NR,NR,NA,NR,NR,NR,NR,NR,NR,clinical_only,NR,2-year NRM in TCD arm stratified by donor type: MMUD 26% (95% CI 1-52). P=.004 across MSD/MUD/MMUD in TCD arm.,narrative_text,direct,Subgroup NRM by donor type within TCD arm; only TCD arm had MMUD patients.
243,2124,enrollment_era,age_lt60_subgroup,319,296,1113,overall_mortality,OS_event,D+730_2yr,1095,N,Y,NR,NR,NR,NR,NR,NR,Kaplan_Meier,N_KM_or_crude,0.731,0.536,0.996,320,unadjusted,NR,NR,NR,NR,NR,NR,NR,3-year OS HR PTCY-haplo vs uCBT in age <60 subgroup,table,direct,Table 4 subset analysis univariable HR; moderator_variable=age (placeholder enrollment_era used as closest controlled vocab; age subgroup; n=581 in age<60). P=0.047.
244,2126,enrollment_era,age_lt60_subgroup,319,296,1113,NRM,NRM_overall,D+730_2yr,1095,N,Y,NR,NR,NR,NR,NR,NR,Gray_CIF,Y_CIF,0.555,0.312,0.99,320,unadjusted,NR,NR,NR,NR,NR,NR,NR,3-year NRM HR PTCY-haplo vs uCBT in age <60 subgroup,table,direct,Table 4 subset analysis univariable HR; age <60 subgroup n=581. P=0.046.
245,2499,atg_dose_category,ATG_used,376,340,1135,aGVHD,grade_II_IV,D+180,180,Y,Y,NR,NR,NR,42,39,46,Gray_CIF,Y_CIF,0.8,0.6,0.9,375,unadjusted,NR,NA,NR,NA,NR,clinical_only,NR,MUD/conventional with ATG: 6-month CI grade 2-4 aGVHD,narrative_text,direct,"HR is for Haplo/PTCy vs MUD/conv+ATG (text p6); reported as HR=0.8 (95% CI 0.6-0.9), P=0.001"
246,2499,atg_dose_category,no_ATG,376,340,1135,aGVHD,grade_II_IV,D+180,180,Y,Y,NR,NR,NR,46,44,48,Gray_CIF,Y_CIF,0.7,0.6,0.8,375,unadjusted,NR,NA,NR,NA,NR,clinical_only,NR,MUD/conventional without ATG: 6-month CI grade 2-4 aGVHD,narrative_text,direct,"HR for Haplo/PTCy vs MUD/conv no-ATG, p<.001"
247,2503,atg_dose_category,ATG_used,376,340,1135,cGVHD,moderate_severe_NIH,D+730_2yr,730,N,N,NR,NR,NR,29,26,32,Gray_CIF,Y_CIF,0.9,0.8,1.2,375,unadjusted,NR,NA,NR,NA,NR,clinical_only,NR,"MUD/conventional with ATG: 2-year CI cGVHD (CIBMTR-graded, pre-NIH 2014)",narrative_text,direct,"HR for Haplo/PTCy vs MUD/conv+ATG = 0.9 (0.8-1.2), p=0.9; cGVHD definition CIBMTR pre-NIH 2014."
248,2503,atg_dose_category,no_ATG,376,340,1135,cGVHD,moderate_severe_NIH,D+730_2yr,730,N,N,NR,NR,NR,46,44,49,Gray_CIF,Y_CIF,0.6,0.5,0.6,375,unadjusted,NR,NA,NR,NA,NR,clinical_only,NR,MUD/conventional without ATG: 2-year CI cGVHD,narrative_text,direct,"HR for Haplo/PTCy vs MUD/conv no-ATG = 0.6 (0.5-0.6), p<.001"
249,2546,ptcy_dose,HD_Bu_plus_ATG_PTCY_CsA_vs_neither,386,346,1137,other_infection,BK_hemorrhagic_cystitis,D+100,100,Y,Y,90,NR,NR,NR,NR,NR,Gray_CIF,Y_CIF,4.06,2.23,7.39,no HD Bu and no ATG-PTCY-CsA (n=210),adjusted,NR,NR,NR,NR,NR,clinical_only,NR,"Multivariate Cox HR for grade 2-4 HC: HD Bu combined with ATG-PTCY-CsA (n=90) vs neither HD Bu nor ATG-PTCY-CsA (n=210, reference). HR=4.06 (95% CI 2.23-7.39), P<0.001. Model adjusted for donor type and ABO group.",table,direct,Composite 4-group analysis from Table 3 multivariate Cox model. Captures PTCy stratification for HC outcome.
250,2546,ptcy_dose,Other_prep_plus_ATG_PTCY_CsA_vs_neither,386,346,1137,other_infection,BK_hemorrhagic_cystitis,D+100,100,Y,Y,545,NR,NR,NR,NR,NR,Gray_CIF,Y_CIF,1.26,0.74,2.14,no HD Bu and no ATG-PTCY-CsA (n=210),adjusted,NR,NR,NR,NR,NR,clinical_only,NR,"Multivariate Cox HR for grade 2-4 HC: Other preparative regimens with ATG-PTCY-CsA (n=545; predominantly RIC Bu-low-dose+PTCy) vs neither HD Bu nor ATG-PTCY-CsA (n=210, reference). HR=1.26 (95% CI 0.74-2.14), P=0.40. Indicates PTCy without HD Bu does NOT increase HC risk.",table,direct,Key result: PTCy alone (without HD Bu) was not associated with increased HC. Interaction effect confined to HD Bu + ATG-PTCY-CsA combination.
251,2546,agvhd_status,aGVHD_II_IV_yes_vs_no,386,346,1137,other_infection,BK_hemorrhagic_cystitis,D+100,100,Y,Y,NR,NR,NR,NR,NR,NR,Gray_CIF,Y_CIF,2.1,NR,NR,no aGVHD or grade 1 aGVHD,adjusted,NR,NR,NR,NR,NR,clinical_only,NR,"In patients with grade II-IV aGVHD, the risk for being diagnosed with grade 2-4 HC increased 2-fold compared to patients who did not have aGVHD or were diagnosed with grade 1 aGVHD (HR = 2.10, P < .001).",narrative_text,direct,Univariate correlation between aGVHD II-IV and HC. 95% CI not reported in text.
252,2579,agvhd_status,CR1_remission_status,389,352,1139,overall_mortality,OS_event,D+730_2yr,730,N,N,60,NR,NR,35,NR,NR,Kaplan_Meier,N_KM_or_crude,1.23,0.76,2,390,adjusted,NR,NA,NR,NA,NR,NR,NR,"2y OS in CR1 stratum (Haplo). cumulative_incidence_pct stored as 100-OS% (i.e., 2y mortality).",table,derived,2y OS = 65% reported -> 2y mortality = 35%. Stratified analysis by remission status (CR1 vs CR2+) reported per Table 2.
253,2579,agvhd_status,CR2plus_remission_status,389,352,1139,overall_mortality,OS_event,D+730_2yr,730,N,N,56,NR,NR,55,NR,NR,Kaplan_Meier,N_KM_or_crude,0.93,0.6,1.45,390,adjusted,NR,NA,NR,NA,NR,NR,NR,2y OS in CR2+ stratum (Haplo). cumulative_incidence_pct = 100-OS% = 55%.,table,derived,2y OS 45% -> mortality 55%.
254,2581,agvhd_status,CR1_remission_status,391,352,1139,overall_mortality,OS_event,D+730_2yr,730,N,N,79,NR,NR,29,NR,NR,Kaplan_Meier,N_KM_or_crude,1.04,0.67,1.62,390,adjusted,NR,NA,NR,NA,NR,NR,NR,2y OS in CR1 stratum (MUD). 2y mortality = 100 - 71% = 29%.,table,derived,2y OS 71% -> mortality 29%.
255,2581,agvhd_status,CR2plus_remission_status,391,352,1139,overall_mortality,OS_event,D+730_2yr,730,N,N,62,NR,NR,35,NR,NR,Kaplan_Meier,N_KM_or_crude,0.5,0.31,0.8100000000000001,390,adjusted,NR,NA,NR,NA,NR,NR,NR,2y OS in CR2+ stratum (MUD). 2y mortality = 100 - 65 = 35%.,table,derived,"2y OS 65% -> mortality 35%. MUD significantly better than MSD in CR2+ (HR 0.50, p=0.0051)."
256,2576,agvhd_status,CR1_remission_status,389,352,1139,NRM,NRM_overall,D+730_2yr,730,N,N,60,NR,NR,25,NR,NR,Gray_CIF,Y_CIF,1.72,0.89,3.32,390,adjusted,NR,NA,NR,NA,NR,NR,NR,"2y NRM Haplo CR1 = 25% (Table 2). Multivariable HR 1.72 (0.89-3.32), p=0.11.",table,direct,
257,2576,agvhd_status,CR2plus_remission_status,389,352,1139,NRM,NRM_overall,D+730_2yr,730,N,N,56,NR,NR,19,NR,NR,Gray_CIF,Y_CIF,1.06,0.48,2.34,390,adjusted,NR,NA,NR,NA,NR,NR,NR,"2y NRM Haplo CR2+ = 19% (Table 2). Multivariable HR 1.06 (0.48-2.34), p=0.88.",table,direct,
258,2573,agvhd_status,CR1_remission_status,389,352,1139,cGVHD,any_NIH,D+730_2yr,730,N,N,60,NR,NR,23,NR,NR,Gray_CIF,Y_CIF,0.55,0.3,1,390,adjusted,NR,NA,NR,NA,NR,NR,NR,"2y cGVHD Haplo CR1 = 23%. Multivariable HR vs MSD = 0.55 (0.30-1.00), p=0.048.",table,direct,
259,2573,agvhd_status,CR2plus_remission_status,389,352,1139,cGVHD,any_NIH,D+730_2yr,730,N,N,56,NR,NR,32,NR,NR,Gray_CIF,Y_CIF,0.82,0.44,1.51,390,adjusted,NR,NA,NR,NA,NR,NR,NR,"2y cGVHD Haplo CR2+ = 32%. Multivariable HR vs MSD = 0.82 (0.44-1.51), p=0.52.",table,direct,
260,2681,cmv_serostatus_DR,R_positive,406,366,1086,CMV,any_reactivation,D+100,100,Y,Y,40,NR,47,47,NR,NR,crude_proportion,N_KM_or_crude,NR,NR,NR,NA,NR,NR,NA,NR,NA,NR,routine_screening,NR,"CMV reactivation defined as the presence of CMV DNAemia, subgroup CMV-positive recipients",narrative_text,direct,CMV R+ subgroup; p=0.008 between ATLG vs PTCy
261,2682,cmv_serostatus_DR,R_positive,407,366,1086,CMV,any_reactivation,D+100,100,Y,Y,47,NR,69,69,NR,NR,crude_proportion,N_KM_or_crude,NR,NR,NR,406,NR,NR,NA,NR,NA,NR,routine_screening,NR,"CMV reactivation defined as the presence of CMV DNAemia, subgroup CMV-positive recipients",narrative_text,direct,CMV R+ subgroup; p=0.008 between ATLG vs PTCy
262,2786,graft_source,MBI-LCBI,421,382,1001,BSI,any_pathogen,D+180,180,N,N,403,NR,NR,15.4,NR,NR,Gray_CIF,Y_CIF,NR,NR,NR,NA,NR,0.194,per_1000_pt_days,NR,patient_days,10,clinical_only,NR,MBI-LCBI = mucosal barrier injury-laboratory confirmed bloodstream infection (modified NHSN/Dandoy 2020 definition).,figure_text,direct,SibCy MBI-LCBI CI 15.4% by D+180 (Fig 2b); density 0.194/1000 pt-days.
263,2787,graft_source,MBI-LCBI,422,382,1001,BSI,any_pathogen,D+180,180,N,N,1605,NR,NR,7.7,NR,NR,Gray_CIF,Y_CIF,NR,NR,NR,NA,NR,0.092,per_1000_pt_days,NR,patient_days,NR,clinical_only,NR,MBI-LCBI (modified NHSN definition).,figure_text,direct,SibCNI MBI-LCBI CI 7.7% by D+180 (Fig 2b); density 0.092/1000 pt-days; p<0.001 vs PTCy cohorts.
264,2786,graft_source,gram_negative_rods,421,382,1001,BSI,gram_neg,D+180,180,N,N,403,NR,25,NR,NR,NR,crude_proportion,NR,NR,NR,NR,NA,NR,NR,NA,NR,patient_days,NR,clinical_only,NR,Gram-negative rod (GNR) frequency by day 180.,narrative_text,direct,"GNR frequency 25% SibCy by D+180; p<0.001 across cohorts (HaploCy 21%, SibCNI 15%)."
265,2787,graft_source,gram_negative_rods,422,382,1001,BSI,gram_neg,D+180,180,N,N,1605,NR,15,NR,NR,NR,crude_proportion,NR,NR,NR,NR,NA,NR,NR,NA,NR,patient_days,NR,clinical_only,NR,GNR frequency by day 180.,narrative_text,direct,GNR frequency 15% SibCNI by D+180; p<0.001 vs PTCy cohorts.
266,2786,graft_source,VRE,421,382,1001,BSI,gram_pos,D+180,180,N,N,403,NR,5,NR,NR,NR,crude_proportion,NR,NR,NR,NR,NA,NR,NR,NA,NR,patient_days,NR,clinical_only,NR,Vancomycin-resistant Enterococcus (VRE) frequency by day 180.,narrative_text,direct,VRE frequency 5% SibCy; p<0.001 across cohorts.
267,2787,graft_source,VRE,422,382,1001,BSI,gram_pos,D+180,180,N,N,1605,NR,3,NR,NR,NR,crude_proportion,NR,NR,NR,NR,NA,NR,NR,NA,NR,patient_days,NR,clinical_only,NR,VRE frequency by day 180.,narrative_text,direct,VRE frequency 3% SibCNI; p<0.001 vs PTCy cohorts.
268,2886,donor_type,haplo_HID,438,395,1154,aGVHD,grade_II_IV,D+100,100,Y,Y,109,NR,NR,18.3,NR,NR,Gray_CIF,Y_CIF,0.44,0.25,0.77,439,adjusted,NR,NA,NR,NA,NR,clinical_only,NA,100-day grade II-IV aGVHD in HID-HSCT subgroup,figure_text,direct,"HID-HSCT subgroup mPTCy 18.3%+/-3.7% vs G-CSF/ATG 37.9%+/-5.1% (HR 0.44, 0.25-0.77)."
269,2886,donor_type,URD,438,395,1154,aGVHD,grade_II_IV,D+100,100,Y,Y,48,NR,NR,12.5,NR,NR,Gray_CIF,Y_CIF,NR,NR,NR,439,unadjusted,NR,NA,NR,NA,NR,clinical_only,NA,100-day grade II-IV aGVHD in URD-HSCT subgroup,figure_text,direct,"URD subgroup mPTCy 12.5%+/-4.8% vs G-CSF/ATG 18.2%+/-5.9%, p=0.473."
270,2892,donor_type,haplo_HID,438,395,1154,cGVHD,any_NIH,D+730_2yr,730,N,N,109,NR,NR,8.800000000000001,NR,NR,Gray_CIF,Y_CIF,0.39,0.18,0.86,439,adjusted,NR,NA,NR,NA,NR,clinical_only,NA,2-year cGVHD in HID-HSCT subgroup,figure_text,direct,"HID subgroup mPTCy 8.8%+/-2.8% vs 27.0%+/-4.7%, multivariable HR 0.39."
271,2892,donor_type,URD,438,395,1154,cGVHD,any_NIH,D+730_2yr,730,N,N,48,NR,NR,6.4,NR,NR,Gray_CIF,Y_CIF,NR,NR,NR,439,unadjusted,NR,NA,NR,NA,NR,clinical_only,NA,2-year cGVHD in URD-HSCT subgroup,figure_text,direct,"URD subgroup mPTCy 6.4%+/-3.6% vs 20.9%+/-6.3%, p=0.065 (NS due to sample size)."
272,2902,donor_type,haplo_HID,438,395,1154,overall_mortality,OS_event,D+730_2yr,730,N,Y,109,NR,NR,15.3,8,22,Kaplan_Meier,N_KM_or_crude,NR,NR,NR,439,unadjusted,NR,NA,NR,NA,NR,clinical_only,NA,2-year OS in HID-HSCT subgroup; OS = 84.7% (95% CI 78.0-92.0),figure_KM_curve,derived,Derived: OS 84.7% -> mortality 15.3%; p=0.213 vs comparator.
273,2902,donor_type,URD,438,395,1154,overall_mortality,OS_event,D+730_2yr,730,N,Y,48,NR,NR,6.2,0,12.8,Kaplan_Meier,N_KM_or_crude,NR,NR,NR,439,unadjusted,NR,NA,NR,NA,NR,clinical_only,NA,2-year OS in URD-HSCT subgroup; OS = 93.8% (95% CI 87.2-100),figure_KM_curve,derived,Derived: OS 93.8% -> mortality 6.2%; p=0.689 vs comparator.
274,2978,donor_type,haploidentical_HID,448,401,1158,aGVHD,grade_II_IV,D+100,100,Y,Y,109,NR,NR,18.3,NR,NR,Gray_CIF,Y_CIF,0.44,0.25,0.77,449,adjusted,NA,NA,NA,NA,NR,clinical_only,NR,"HID subgroup: 100-day CuI grade II-IV aGVHD 18.3% in mPTCy vs 37.9% in G-CSF/ATG, p=0.001. SE ±3.7%.",figure_KM_curve,direct,Figure 3E. HR from multivariate Fine-Gray (Table 2).
275,2979,donor_type,haploidentical_HID,449,401,1158,aGVHD,grade_II_IV,D+100,100,Y,Y,96,NR,NR,37.9,NR,NR,Gray_CIF,Y_CIF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NR,clinical_only,NR,HID subgroup G-CSF/ATG: 100-day CuI grade II-IV aGVHD 37.9%. SE ±5.1%.,figure_KM_curve,direct,Figure 3E.
276,2978,donor_type,URD,448,401,1158,aGVHD,grade_II_IV,D+100,100,Y,Y,48,NR,NR,12.5,NR,NR,Gray_CIF,Y_CIF,NR,NR,NR,449,NR,NA,NA,NA,NA,NR,clinical_only,NR,URD subgroup: 100-day CuI grade II-IV aGVHD 12.5% in mPTCy. SE ±4.8%. p=0.473.,figure_KM_curve,direct,Figure 3I.
277,2979,donor_type,URD,449,401,1158,aGVHD,grade_II_IV,D+100,100,Y,Y,44,NR,NR,18.2,NR,NR,Gray_CIF,Y_CIF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NR,clinical_only,NR,URD subgroup G-CSF/ATG: 100-day CuI grade II-IV aGVHD 18.2%. SE ±5.9%.,figure_KM_curve,direct,Figure 3I.
278,2984,donor_type,haploidentical_HID,448,401,1158,overall_mortality,OS_event,D+730_2yr,730,N,Y,109,NR,NR,15.3,NR,NR,Kaplan_Meier,N_KM_or_crude,NR,NR,NR,449,NR,NA,NA,NA,NA,NR,clinical_only,NR,HID subgroup mPTCy 2-year OS 84.7% (95% CI 78.0-92.0); event% = 100-OS%. p=0.213.,figure_KM_curve,derived,Figure 4C. CuI = 100 - 84.7%.
279,2985,donor_type,haploidentical_HID,449,401,1158,overall_mortality,OS_event,D+730_2yr,730,N,Y,96,NR,NR,21.9,NR,NR,Kaplan_Meier,N_KM_or_crude,NA,NA,NA,NA,NA,NA,NA,NA,NA,NR,clinical_only,NR,HID subgroup G-CSF/ATG 2-year OS 78.1% (95% CI 70.3-86.9).,figure_KM_curve,derived,Figure 4C.
280,2984,donor_type,URD,448,401,1158,overall_mortality,OS_event,D+730_2yr,730,N,Y,48,NR,NR,6.2,NR,NR,Kaplan_Meier,N_KM_or_crude,NR,NR,NR,449,NR,NA,NA,NA,NA,NR,clinical_only,NR,URD subgroup mPTCy 2-year OS 93.8% (95% CI 87.2-100). p=0.689.,figure_KM_curve,derived,Figure 4E.
281,2985,donor_type,URD,449,401,1158,overall_mortality,OS_event,D+730_2yr,730,N,Y,44,NR,NR,4.5,NR,NR,Kaplan_Meier,N_KM_or_crude,NA,NA,NA,NA,NA,NA,NA,NA,NA,NR,clinical_only,NR,URD subgroup G-CSF/ATG 2-year OS 95.5% (95% CI 89.5-100).,figure_KM_curve,derived,Figure 4E.
282,3031,donor_type,HLA_10_10_MUD_in_PTCy_arm,456,410,1161,aGVHD,grade_II_IV,D+100,100,Y,Y,31,NR,NR,17.7,NR,NR,Kaplan_Meier,N_KM_or_crude,NA,NA,NA,NA,NA,NA,NA,NA,NA,NR,clinical_only,NR,aGVHD II-IV in PTCy 10/10 MUD subset,narrative_text,direct,n=31 (10/10 MUD subset of PTCy arm)
283,3031,donor_type,HLA_mismatched_MMUD_in_PTCy_arm,456,410,1161,aGVHD,grade_II_IV,D+100,100,Y,Y,79,NR,NR,19.4,NR,NR,Kaplan_Meier,N_KM_or_crude,NA,NA,NA,NA,NA,NA,NA,NA,NA,NR,clinical_only,NR,aGVHD II-IV in PTCy MMUD (8-9/10) subset,narrative_text,direct,n=79 (MMUD subset of PTCy arm). p=0.9 vs 10/10 PTCy. p=0.003 vs ATG MMUD.
284,3033,donor_type,HLA_10_10_MUD_in_PTCy_arm,456,410,1161,aGVHD,grade_III_IV,D+100,100,Y,Y,31,NR,NR,3.6,NR,NR,Kaplan_Meier,N_KM_or_crude,NA,NA,NA,NA,NA,NA,NA,NA,NA,NR,clinical_only,NR,aGVHD III-IV in PTCy 10/10 MUD subset,narrative_text,direct,n=31
285,3033,donor_type,HLA_mismatched_MMUD_in_PTCy_arm,456,410,1161,aGVHD,grade_III_IV,D+100,100,Y,Y,79,NR,NR,6.5,NR,NR,Kaplan_Meier,N_KM_or_crude,NA,NA,NA,NA,NA,NA,NA,NA,NA,NR,clinical_only,NR,aGVHD III-IV in PTCy MMUD subset,narrative_text,direct,n=79. p=0.6 vs 10/10 PTCy. p=0.02 vs ATG MMUD (24%).
286,3170,disease_risk_classifier_used,high_or_very_high_DRI,474,425,1167,overall_mortality,OS_event,D+730_2yr,730,N,Y,10,NR,70,70,NR,NR,Kaplan_Meier,N_KM_or_crude,NR,NR,NR,NR,NR,NR,NA,NR,NA,NR,clinical_only,NR,2-year OS by DRI; high/very high subgroup at DL2.,figure_text,back_calculated,"2-yr OS for high/very-high DRI = 30% (95% CI 7-58), so mortality event % = 70%."
287,3170,disease_risk_classifier_used,low_or_intermediate_DRI,474,425,1167,overall_mortality,OS_event,D+730_2yr,730,N,Y,13,NR,15,15,NR,NR,Kaplan_Meier,N_KM_or_crude,NR,NR,NR,NR,NR,NR,NA,NR,NA,NR,clinical_only,NR,2-year OS by DRI; low/intermediate subgroup at DL2.,figure_text,back_calculated,"2-yr OS for low/intermediate DRI = 85% (95% CI 51-96), so mortality event % = 15%."
288,3188,donor_type,MMUD_9_10,477,426,1168,aGVHD,grade_II_IV,D+100,100,Y,Y,32,NR,NR,42.6,32,53,Gray_CIF,Y_CIF,NR,NR,NR,NA,NR,NR,NA,NR,NA,NR,clinical_only,NR,MMUD subgroup of non-haplo arm: 9/10 mismatched unrelated donor (n=32).,narrative_text,direct,Reported as 'trend for a higher incidence in MMUD transplants 42.6% (95% C.I: 32-53) p=0.1'. n=32 MMUD per Table 1.
289,3196,donor_type,MMUD_9_10,477,426,1168,NRM,NRM_overall,D+730_2yr,540,N,Y,32,NR,NR,38,18,48,Gray_CIF,Y_CIF,NR,NR,NR,NA,NR,NR,NA,NR,NA,NR,clinical_only,NR,18-month NRM in MMUD subgroup.,narrative_text,direct,"Reported as MMUD transplants had higher NRM at 18 months 38% (95% C.I: 18-48), p=0.05."
290,3178,cmv_serostatus_DR,R_seropositive_only,476,426,1168,CMV,any_reactivation,D+100,90,Y,Y,NR,NR,NR,75.59999999999999,58,92,Gray_CIF,Y_CIF,NR,NR,NR,P426_A2,NR,NR,NA,NR,NA,41,routine_screening,1-2,Day +90 CMV-I CI in CMV seropositive recipients only (HaploSCT subgroup).,narrative_text,direct,"Reported as 'When only CMV seropositive recipients were analyzed, the incidence of CMV-I at 90 days was 75.6% (95% CI: 58-92%) vs 53% (95% CI: 40-66%), respectively (p=0.009)' for haplo vs non-haplo."
291,3179,cmv_serostatus_DR,R_seropositive_only,477,426,1168,CMV,any_reactivation,D+100,90,Y,Y,NR,NR,NR,53,40,66,Gray_CIF,Y_CIF,NR,NR,NR,P426_A1,NR,NR,NA,NR,NA,41,routine_screening,1-2,Day +90 CMV-I CI in CMV seropositive recipients (non-haploSCT subgroup).,narrative_text,direct,"Subgroup analysis CMV+ recipients only; 53% (40-66) in non-haplo, p=0.009 vs haplo 75.6%."
292,3465,donor_type,MSD,511,456,1178,aGVHD,grade_II_IV,D+100,100,Y,Y,18,NR,NR,25.6,NR,NR,Gray_CIF,Y_CIF,NR,NR,NR,NA,NR,NR,NA,NR,NA,NR,clinical_only,NR,II-IV aGVHD among MSD recipients within PTCy arm. SE 9.9%.,table,direct,"From Table 3: MSD 25.6% +/- 9.9%; non-MSD 63.6% +/- 14.5%, P=0.02."
293,3465,donor_type,non-MSD (MUD+haplo),511,456,1178,aGVHD,grade_II_IV,D+100,100,Y,Y,13,NR,NR,63.6,NR,NR,Gray_CIF,Y_CIF,NR,NR,NR,NA,NR,NR,NA,NR,NA,NR,clinical_only,NR,II-IV aGVHD among non-MSD (10 MUD + 3 haplo) recipients within PTCy arm. SE 14.5%.,table,direct,"From Table 3: non-MSD 63.6% +/- 14.5%, P=0.02 vs MSD."
294,3468,donor_type,MSD,511,456,1178,cGVHD,moderate_severe_NIH,D+730_2yr,730,N,Y,18,0,0,0,NR,NR,Gray_CIF,Y_CIF,NR,NR,NR,NA,NR,NR,NA,NR,NA,NR,clinical_only,NR,Moderate/severe cGVHD among MSD recipients within PTCy arm. 0 observed.,table,direct,"Table 3: MSD 0%; non-MSD 35.2% +/- 16.5%, P=0.029."
295,3468,donor_type,non-MSD (MUD+haplo),511,456,1178,cGVHD,moderate_severe_NIH,D+730_2yr,730,N,Y,13,NR,NR,35.2,NR,NR,Gray_CIF,Y_CIF,NR,NR,NR,NA,NR,NR,NA,NR,NA,NR,clinical_only,NR,Moderate/severe cGVHD among non-MSD (MUD+haplo) recipients within PTCy arm. SE 16.5%.,table,direct,"Table 3: non-MSD 35.2% +/- 16.5%, P=0.029 vs MSD."
