cohort_id,cohort_label,cohort_description,registry_or_source,enrollment_start_year,enrollment_end_year,total_unique_patients,primary_publication_study_id,primary_publication_overrides,overlap_notes
1037,EBMT_CMWP_myelofibrosis,"Multicenter retrospective non-randomized cohort of 539 patients undergoing HLA-matched (matched related or matched unrelated) allogeneic HSCT for myelofibrosis between 2010 and 2024. Compares two GVHD prophylaxis strategies: ATG (n=427; Thymoglobulin 3.5 mg/kg/day x2 days pre-transplant OR Grafalon 30 mg/kg for matched siblings or 60 mg/kg for MUD x3 days pre-transplant) versus PTCy (n=112; 50 mg/kg/day x2 days post-transplant). Both arms received CSA plus MMF or MTX. Accelerated/blast-phase MF excluded. Contributing centers include Rome (Gemelli), Seattle (Fred Hutch), Essen, Bergamo (Papa Giovanni XXIII), Cleveland Clinic, Nancy (CHRU Brabois), Paris (Saint-Louis), MDACC, Hamburg (UKE), Dana Farber. Senior authorship by Kröger (EBMT CMWP). Likely shares patients with Rathje 2024 BMT (ATG in MF), Robin 2019 (MSD ATG MF), Kim 2025 AJH (PTCy MF), Oechsler 2024 BMT (MF GVHD).",multicenter_collaboration,2010,2024,539,99,NA,"Likely partial overlap with Rathje 2024 BMT (ATG MF, EBMT), Robin 2019 Haematologica (MSD ATG MF, EBMT), Kim 2025 AJH (PTCy MF), Oechsler 2024 BMT (MF GVHD-relapse). Center overlap with Hamburg (Kröger group), Gemelli Rome, Seattle FHCRC, Bergamo. Cohort_id to be assigned by consolidator."
1038,Chorao_Portuguese_single_center,"Single-center retrospective analysis from a prospective registry of adult patients (>=18 yrs) with malignant hematologic diseases undergoing allogeneic HSCT from MSD, MUD, or haploidentical donors at Hospital Universitari i Politecnic La Fe, Valencia, Spain, between 2017 and 2022. Data collection extended to September 2023. Uniform GVHD prophylaxis with PTCy + sirolimus + MMF given irrespective of donor type. N=366 (160 MSD, 124 MUD, 82 Haplo). Pre-letermovir era (patients receiving letermovir prophylaxis were excluded). Note: lead author Pedro Chorao based at Spanish institution; cohort_label as specified by prompt though institution is in Valencia, Spain.",single_center,2017,2022,366,100,NR,Related Chorao 2026 paper (BSI outcomes) likely shares this cohort. Reference [5] is Montoro 2020 BMT which described the uniform PTCy/sirolimus/MMF platform from this institution and may share earlier patients.
1039,Rutgers_CINJ_Cooper,"Single-center retrospective era comparison at Rutgers Cancer Institute of New Jersey (CINJ), New Brunswick, NJ. PTCy era (April 2016-April 2018) of 49 consecutive MSD/MUD/7-8 MUD adult allo-HSCT recipients (no haploidentical, no UCB) receiving PTCy+Tac+MMF for GVHD prophylaxis, vs prior SIP era (January 2014-April 2016) of 41 patients (after excluding 25 high-DRI patients from original 66) receiving Tac+MTX with ATG/alemtuzumab added for mismatched donors and selected others (42.5% of SIP arm received ATG/alemtuzumab). Hematologic malignancies; PBSC predominant (37/41 in SIP; ~100% in PTCy era). Last day of follow-up 6/30/2020.",single_center,2014,2018,90,104,NA,"No known overlap with other studies in batch; single-institution Rutgers CINJ cohort, distinct from CIBMTR/EBMT/other listed cohorts."
1040,ALLG_BM12_CAST_RCT,"Australasian Leukaemia and Lymphoma Group (ALLG) BM12 Cyclophosphamide after Sibling Donor Allogeneic Stem-Cell Transplantation (CAST) trial. Phase 3, prospective, open-label, randomized trial (ACTRN12618000505202) enrolling adults age 18-70 undergoing peripheral-blood SCT from matched related donors (>=6/6 HLA-A, HLA-B, HLA-DRB1) for acute leukemia (CR1/CR2) or MDS (<20% blasts) after MAC or RIC conditioning. 8 Australian + 2 New Zealand transplant centers. Enrollment April 2019-January 2024. N=134 randomized 1:1 stratified by age (<50 or >=50) and conditioning intensity: 66 to experimental PTCy 50 mg/kg D+3,+4 + cyclosporin; 68 to standard cyclosporin + methotrexate (15 mg/m2 D+1, 10 mg/m2 D+3,6,11). No ATG. PBSC graft for all. MAC subgroup with TBI-based conditioning in experimental arm replaced high-dose Cy with fludarabine.",multicenter_collaboration,2019,2024,134,105,NA,Primary publication of ALLG BM12 CAST RCT. No known overlapping publications in current corpus.
1041,IPC_Marseille_MUD_PBSC,"Single-center retrospective historical control cohort at Institut Paoli-Calmettes (IPC), Marseille, France. 30 consecutive patients receiving 10/10 HLA-matched unrelated donor (MUD) PBSC allo-HCT with PT-Cy GVHD prophylaxis (April 2020-July 2021, predominantly TBF-based conditioning: NMAC 70%, RIC 17%, MAC 13%) vs 64 consecutive historical controls receiving MUD PBSC allo-HCT (2014-March 2020) with FB2 conditioning + Thymoglobuline ATG 2.5 mg/kg D-3,-2 + CSA without G-CSF. PT-Cy arm received PT-Cy 50 mg/kg D+3,+4 (reduced to 40 mg/kg if >=65 yr) + CSA + MMF + G-CSF. Note: paper is from IPC Marseille (France), though Belgian Hematology Society and Mont-Godinne and Salus Sanguinis foundations are acknowledged. Possible overlap with Nykolyszyn 2020 (IPC mismatched-UD PT-Cy vs ATG; ref 8) and Pagliardini 2019 (IPC haplo vs UD; ref 4) but those covered different donor strata.",single_center,2014,2021,94,107,NA,"Possible partial overlap with prior IPC publications (Nykolyszyn 2020 mismatched-UD; Pagliardini 2019 haplo vs UD <60yr) but those covered different donor strata (mismatched-UD or haplo, not 10/10 MUD)."
1042,PMH_CIBMTR_MUD_acute_leukemia_FtoM,"Combined retrospective cohort comparing Princess Margaret Hospital (PMH) MUD HSCT recipients (n=341, 2015-2023) receiving uniform ATG-PTCy-CNI GVHD prophylaxis (rabbit ATG 2 mg/kg total, or 4.5 mg/kg in 62 patients between Aug 2016-Jul 2018, plus PTCy 50 mg/kg D+3/+4 plus CNI starting D+5) versus a CIBMTR publicly available dataset (P-5702, Murthy et al., n=520, 2015-2018) of MUD PBSC HSCT recipients receiving CNI-MTX/MMF prophylaxis. Indications: acute myeloid leukemia (82%) and acute lymphoblastic leukemia (18%). All received G-CSF mobilized PBSC. Note: PMH arm partially overlaps with cohort 1013 (Princess Margaret Toronto Michelis) by institution but with different time window and broader acute leukemia inclusion.",multicenter_collaboration,2015,2023,861,109,NA,"PMH arm (n=341) partially overlaps institutionally with cohort 1013 (Princess Margaret Toronto AML/MDS 2014-2017) but inclusion criteria differ (acute leukemia AML+ALL only, 2015-2023, all received uniform ATG-PTCy-CNI). CIBMTR comparator drawn from P-5702 Murthy 2023 ABO mismatch dataset; may overlap with CIBMTR cohort 1008 (Shaffer 2024 CIBMTR MUD/MMUD) which covers 2017-2021 MUD/MMUD CNI cohort - partial overlap possible."
1043,PrincessMargaret_Toronto_MDSMPN,"Single-center retrospective cohort of 75 adult patients (>=18 yrs) undergoing first allo-HSCT for MDS/MPN overlap neoplasms (CMML 64%, MDS/MPN-NOS 31%, MDS/MPN with neutrophilia 5%) at Princess Margaret Cancer Centre, University Health Network, Toronto, between January 2010 and January 2023. Stratified by GVHD prophylaxis era: PTCy-based (n=53, predominantly 2016-2023, with 83% receiving ATG+PTCy+CnI and 17% receiving PTCy+MMF+CnI) vs Others (n=22, predominantly 2010-2015, with CnI-MTX-MMF 55%, ATG-CnI-MMF 27%, alemtuzumab-CnI 18%). All PBSC; 83% RIC (Flu/Bu/TBI200); donors: MSD 35%, MUD 45%, MMUD 13%, haplo 7%. Likely shared institutional cohort with other Desai et al. Princess Margaret publications (matched sibling 2024, ATG+PTCy MUD 2025, MF haplo 2024). Distinct disease focus from PrincessMargaret_Toronto_Michelis cohort 1013 (AML/MDS 2014-2017).",single_center,2010,2023,75,110,NA,Princess Margaret/UHN Toronto institutional cohort; may have personnel/methodology overlap with other Desai et al. publications but disease population (MDS/MPN overlap) is distinct. Consolidator to verify overlap with broader Princess Margaret cohorts.
1044,PrincessMargaret_Toronto_MSD_PBSC,"Single-center retrospective cohort of 413 adult patients undergoing first HSCT for hematologic malignancies with PBSC grafts from matched sibling donors (MSD) at Princess Margaret Cancer Centre, University Health Network, Toronto, between January 2010 and January 2023. Four GVHD prophylaxis groups: Group I CNI+MTX(or MMF) (n=210, predominantly pre-2015), Group II CNI+MTX(or MMF)+ATG (n=34), Group III PTCy+ATG+CNI (n=78), Group IV PTCy+CNI+MMF (n=91). After October 2015 PTCy became standard backbone for all donor types. PTCy dose 50 mg/kg D+3,+4. ATG dose 2 mg/kg total (0.5 mg/kg D-3 + 1.5 mg/kg D-2); between Aug 2016-Jul 2018, 56 patients (47 with PTCy) received 4.5 mg/kg total ATG (0.5+2+2). AML 54.2%, MDS 15.3%, ALL 11.6%, MF 9.4%; median age 56 (IQR 44-63); 48% MAC, 52% RIC; 84.5% TBI. Distinct cohort from 1013 (Michelis AML/MDS 2014-2017, multi-donor), 1042 (PMH+CIBMTR MUD acute leukemia 2015-2023), and 1043 (PMH MDS/MPN 2010-2023). Same Princess Margaret group likely shared institutional cohort.",single_center,2010,2023,413,111,NA,"Distinct MSD-only PBSC subset; may share institutional patients with PMH cohorts 1013, 1042, 1043 by overlap of dates but distinct donor stratum (MSD only)."
1045,LMU_Munich_Augsburg_hrAML_sequential,"Two-center retrospective matched-pair cohort at Ludwig-Maximilians University Munich, comprising University Hospital Munich-Grosshadern and Klinikum Augsburg. Adults (>=18 years) with high-risk AML (primary refractory/relapsed, secondary, or ELN intermediate-high/adverse genetics) undergoing first allogeneic SCT between January 2009 and July 2016 following sequential conditioning. Total eligible: 41 haplo-SCT and 166 HLA-matched SCT recipients; 34 matched pairs analyzed. Haplo arm received PTCy + tacrolimus + MMF after FLAMSA-based (n=17) or clofarabine-based (n=17) sequential conditioning. HLA-matched arm (9 MRD, 21 10/10 MUD, 4 9/10 MUD) received ATG + cyclosporine + MMF after FLAMSA-based sequential conditioning. Stem cell source: PBSC in 34/34 HLA-matched and 22/34 haplo; BM in 12/34 haplo. Matched on disease stage, ELN genetic risk, and age (+/-5 yr).",single_center,2009,2016,68,119,NA,Two closely related LMU centers (Munich-Grosshadern + Augsburg) with shared treatment protocols. Same group has reported prior pilot studies on sequential conditioning haplo-SCT (Tischer 2013 Ann Hematol). May overlap with other Schmid/Tischer LMU publications.
1046,EBMT_CIBMTR_DLBCL_LWP,"Joint EBMT Lymphoma Working Party (LWP) and CIBMTR Lymphoma Working Committee retrospective registry analysis of adult (>=18 years) DLBCL patients undergoing first NMC/RIC allogeneic HCT between 2008 and 2015. Four donor groups: PTCy-based haploidentical (n=132; with or without CNI+MMF), HLA-matched sibling donor (MSD, n=525; CNI-based without ATG/alemtuzumab in vivo TCD), 8/8 MUD with in vivo TCD using ATG or alemtuzumab (MUD TCD+, n=403), and 8/8 MUD without in vivo TCD (MUD TCD-, n=378). Total N=1438 across 206 centers (24 haplo, 86 MSD, 45 MUD TCD+, 51 MUD TCD-). Reporting registry split: CIBMTR 879 (61%), EBMT 559 (39%). CIBMTR cohort restricted to US/Canada to avoid duplicate counting with European EBMT patients. Distinct from EBMT_ALWP (cohort 1024) which covers acute leukemia; this is a DLBCL-specific EBMT Lymphoma WP + CIBMTR collaboration. Patients receiving ex vivo graft manipulation (e.g., CD34 selection) excluded.",multicenter_collaboration,2008,2015,1438,120,NA,"Joint EBMT LWP + CIBMTR Lymphoma WC registry analysis. Distinct from EBMT_ALWP cohort 1024 (acute leukemia). Distinct from EBMT_CMWP cohorts 1035 (MDS) and 1037 (myelofibrosis). May share patients with prior EBMT/CIBMTR lymphoma publications (Kanate 2016, Dietrich 2016, Ghosh 2016, Martinez 2017) but those were either Hodgkin or pooled NHL; this is the first DLBCL-specific analysis."
1047,PALG_Polish_registry,"Polish Adult Leukemia Group (PALG) multicenter retrospective cohort spanning three to four Polish transplant centers: Lower Silesian Oncology Center Wroclaw (Dybko), Maria Sklodowska-Curie National Research Institute of Oncology Gliwice Branch (Sobczyk-Kruszelnicka, Giebel), Poznan University of Medical Sciences (Gil), and Medical University of Gdansk (Sadowska-Klasa, Piekarska, added in later Dybko 2024 paper). Adult patients transplanted between 2015 and 2019 with mobilized peripheral blood as sole graft source, from haploidentical or MMUD donors. Dybko 2023 IJMS paper (this study, n=145; PTCy+TAK+MMF n=110 [93 haplo + 17 MMUD] vs CsA+Mtx+ATG n=35 [all MMUD]) is the first publication. Dybko 2024 JCM 'Optimizing Outcomes' (PALG) extends to n=174 by adding Gdansk cohort (PTCy-haplo n=114, PTCy-MMUD n=23, ATG-MMUD n=37). Likely overlapping cohort.",multicenter_collaboration,2015,2019,145,122,NR,"Dybko 2023 IJMS 'Benefits of PTCy' (this paper) is the index publication. Likely subset of Dybko 2024 JCM PALG paper (n=174, study_id 123/124). Cohort overlap with later PALG-named publications expected; consolidator to adjudicate."
1048,SantPau_Barcelona_Esquirol_UCBT_Haplo,"Single-center retrospective cohort at Hospital de la Santa Creu i Sant Pau, Barcelona, Spain. 77 adults with hematological neoplasms transplanted between 2005 and 2017 lacking an HLA-identical donor, comparing single-unit umbilical cord blood transplantation (UCBT, n=47, 1999-2014 era) vs haploidentical-related PBSC transplantation with PTCy (HaploHCT, n=30, since 2013). Common myeloablative conditioning platform thiotepa-busulfan-fludarabine (TBF) used in both arms. UCBT arm: cyclosporine + short prednisone or MMF + ATG rabbit thymoglobulin 4-6 mg/kg. HaploHCT arm: PTCy 50 mg/kg D+3,+4 + single-agent IV tacrolimus from D+5; all received PBSC. May share patients with Esquirol 2021 (study 134) on severe infections after Sant Pau PTCy transplantation.",single_center,2005,2017,77,133,NA,Likely partial overlap with Esquirol 2021 (study 134) which reports severe infections/IRM after Sant Pau PTCy haplo transplantation. The Haplo arm here (n=30) may be subset/overlap with the 134 PTCy cohort.
1049,GETH_Esquirol_haplo_PTCy_infections,"Multicenter retrospective Spanish GETH (Grupo Espanol de Trasplante Hematopoyetico) cohort of 236 consecutive adult patients receiving haploidentical HSCT with PTCy GVHD prophylaxis (50 mg/kg D+3,+4) followed by CSA+MMF or tacrolimus, transplanted between November 2013 and November 2018 across 6 GETH centers: Hospital de la Santa Creu i Sant Pau Barcelona, Hospital Regional Universitario Malaga, Hospital Gregorio Maranon Madrid, Hospital Clinico Universitario Valencia, Hospital de Bellvitge Barcelona, Hospital Germans Trias i Pujol Badalona. Hematologic malignancies (AML 32%, lymphoma 30% [NHL 17% + HL 13%], MDS 17%, ALL 9%, CML/MPS 5%, CLL 3%, MM 2%). Conditioning: MAC 32% (FluBu, TBF), RIC 68% (FluCyBu2). PBSC 81%, BM 19%. Median age 50 yrs. Median follow-up 37 months. Focused on severe infections and IRM. Likely shares patients with GETH cohorts 1019 (Bailen MUD/mMUD) and 1020 (GETH-TC AML) at Madrid/Malaga/Valencia centers, but distinct cohort definition (all-disease haplo-only with PTCy).",multicenter_collaboration,2013,2018,236,134,infection outcomes and IRM,"Possible partial patient overlap at Madrid (Kwon/Gregorio Maranon), Malaga (Pascual), and Valencia (La Fe) centers with GETH cohorts 1019 (Bailen_GETH_MUD_mMUD) and 1020 (GETH_TC_Spanish_multicenter) but distinct donor strata: this paper is haplo-only across 6 centers all-disease 2013-2018. Cohort 1020 is haplo-only across 20 centers AML-only 2013-2019. Cohort 1019 is MUD/mMUD."
1050,GETH_TC_lymphoid_RIC,"Spanish multicenter (8 Spanish EBMT/GETH-TC affiliated institutions including Vall d'Hebron Barcelona) retrospective cohort of 171 consecutive adult patients with lymphoid malignancies (NHL 67%, HL 21%, MM 12%) undergoing RIC allo-HSCT between January 2012 and December 2020. Haploidentical and umbilical cord HSCT were excluded; donors were MRD/MMRD/MUD/MMUD. Two GVHD prophylaxis groups: PTCY 50 mg/kg D+3,+4 (n=82, predominantly 2016-2020) with tacrolimus/cyclosporine or sirolimus +/- MMF vs sirolimus + tacrolimus (SIR/TAC; n=89). ATG used only in SIR/TAC group for MMUD (18.2%). Conditioning included FluBu, FluMel, TBF, TMF, FluCyTBI. Distinct from GETH-TC AML cohort (1020) by disease focus (lymphoid vs AML) and donor strata (non-haplo only vs includes haplo). Lead center: Vall d'Hebron (Fox).",multicenter_collaboration,2012,2020,171,136,NA,Possible patient overlap with other GETH-TC lymphoid publications and with Garcia-Cadenas/Salas (Hospital Sant Pau and Vall d'Hebron) lymphoid PTCy series. Distinct from cohort 1020 (GETH-TC AML) by disease.
1051,GETH_TC_EBMT_RIC_HAPLO_MMUD,"GETH-TC (Grupo Espanol de Trasplantes hematopoyeticos y Terapia Celular) / EBMT multicenter retrospective cohort of 453 adult patients with hematologic malignancies who underwent first RIC allo-HSCT between January 2012 and March 2022 at 12 GETH-TC/EBMT centers in Spain. Three groups: HAPLO (n=330, all PTCy-based prophylaxis with tacrolimus 45.8%, rapamycin 19.7%, CsA 34.5%), MMUD-PTCy (n=49, 7/8 MMUD with PTCy-based prophylaxis mainly with tacrolimus 77.6%), and MMUD-OTHERS (n=74, 7/8 MMUD with sirolimus/tacrolimus 78.4% predominantly, ATG used in 70%). All RIC. PBSC >96% in all groups. Data extracted from Spanish PROMISE database (part of EBMT registry). Lead institution: Vall d'Hebron, Barcelona. Distinct from cohort 1020 (GETH_TC_Spanish_multicenter, AML only, 2013-2019) by broader disease inclusion (all heme malignancies), longer enrollment window, and different donor strata (haplo + MMUD).",multicenter_collaboration,2012,2022,453,137,NA,"Multicenter GETH-TC/EBMT (12 centers, Spain). Possible partial overlap with cohort 1020 (GETH_TC AML-only 2013-2019) for the AML subset of MMUD-PTCy and HAPLO arms, but disease scope is broader here. Possible partial overlap with cohort 1019 (Bailen_GETH_MUD_mMUD_multicenter, 4-center MUD/mMUD 2010-2018) for MMUD subset. Lead author MLF at Vall d'Hebron (Barcelona); study 136 may share Vall d'Hebron subset. Consolidator should adjudicate overlap with cohorts 1019, 1020 and any Vall d'Hebron-led submissions."
1052,BMT_CTN_1101,"BMT CTN 1101: NIH/NHLBI-funded multicenter phase 3 RCT (NCT01597778) randomizing 1:1 adults age 18-70 with chemotherapy-sensitive acute leukemia (AML/ALL/biphenotypic/T-cell) in remission or lymphoma (Hodgkin/NHL/follicular/mantle cell/large cell) to double unrelated umbilical cord blood (dUCB, n=186) vs HLA-haploidentical bone marrow (haplo-BM, n=182) transplantation after reduced-intensity conditioning (Cy/Flu/TBI 200 or 300 cGy for dUCB; Cy/Flu/TBI 200 cGy for haplo-BM with PTCy 50 mg/kg D+3,+4). GVHD prophylaxis: dUCB arm received cyclosporine + MMF; haplo-BM arm received PTCy + tacrolimus + MMF. 33 US centers, enrolled June 2012 to June 2018, 368 randomized (90% of planned 410 accrual; trial closed early for slow accrual). Primary endpoint: 2-year PFS (no significant difference). Secondary endpoints favored haplo-BM: lower NRM (11% vs 18%, P=.04) and higher OS (57% vs 46%, P=.04).",multicenter_collaboration,2012,2018,368,140,NA,"Distinct from BMT CTN 1703 (cohort 1002), BMT CTN 1203 (cohort 1030). Parent BMT CTN protocol #1101."
1053,Gemelli_Rome_Galli_HC,"Single-center retrospective cohort of 237 consecutive adult patients undergoing allogeneic HSCT at Fondazione Policlinico Universitario A. Gemelli IRCCS, Rome, Italy, from December 2017 to December 2020. Almost all for hematologic malignancies (AML 43%, MPN 23%, MDS 11%, ALL 13%, NHL 7%, HL 1%, AA 2%). Stem cell sources predominantly matched unrelated (43%) and haploidentical (32%) donors. Two GVHD prophylaxis arms: triple PTCY-based (CsA + MMF + PTCy 50 mg/kg D+3,+4; n=188) used uniformly from April 2019 onward, vs triple MTX-based (CsA + MMF + MTX; n=43) used predominantly before April 2019. Severe aplastic anemia patients excluded from PTCy. Study primary focus: hemorrhagic cystitis (HC) risk factors with attention to age, gender, prostatic hyperplasia.",single_center,2017,2020,237,141,NA,First paper for this single-center cohort in current batch.
1054,SouthwestChina_4center_SAA,"Disease-specific multicenter retrospective cohort of 156 consecutive patients with severe aplastic anemia (SAA) who underwent MSD-HSCT (n=39) or haploidentical HSCT (n=117) between November 2016 and October 2020 at four transplant centers in Southwest China: (1) Xinqiao Hospital, Army Medical University, Chongqing (lead center); (2) Sichuan Academy of Medical Sciences & Sichuan Provincial People's Hospital, Chengdu; (3) 920th Hospital of Joint Logistics Support Force, Kunming; (4) Second Affiliated Hospital of Chongqing Medical University. All patients received living-relative donor grafts (siblings, parents, or adult children); 1-6 HLA loci mismatched for haplo. Mixed conditioning regimens (FLU/CY/ATG or BU/CY/ATG) and mixed GVHD prophylaxis (ATG-based, PT-CY-based, or ATG+MSCs). Excludes MUD. Median follow-up 26.5 months. Date of last follow-up April 30, 2022.",multicenter_collaboration,2016,2020,156,144,NA,"Lead author group at Xinqiao Hospital Chongqing has prior SAA haplo publications (Gao L 2014 BMT ref 35; Gao L 2016 J Hematol Oncol ref 36; Zeng 2018 Sci Rep ref 30 - large Chinese SAA study from same group). Possible partial overlap with these earlier publications for the Xinqiao subset of patients, but the present study has a distinct 2016-2020 enrollment window and 4-center multicenter design."
1055,CTTC_Canada_haplo_ATGPTCy_vs_PTCy,"Cell Therapy Transplant Canada (CTTC) prospectively maintained Canada-wide registry retrospective multicenter cohort of 385 adults (>=18 yrs) who received haploidentical donor (HID) HCT for hematologic malignancies at 11 Canadian transplant centers between January 1, 2016 and August 28, 2023. Two GVHD prophylaxis arms: ATG-PTCy (n=148, all conducted at Princess Margaret Hospital Cancer Centre [PMHCC], Toronto; ATG 4.5 mg/kg days -3 to -1 + PTCy 50 mg/kg D+3,+4 + CNI [cyclosporin or tacrolimus] from D+5) vs PTCy-only (n=237, from other Canadian centers; PTCy 50 mg/kg D+3,+4 + MMF + CNI from D+5). Excluded: non-malignant disease, cord blood, no follow-up data. Diseases: AML 51%, MDS 18%, ALL 15%, lymphoma 8%, MPN 8%. May partially overlap with PMHCC cohorts 1013 (Michelis high-risk AML/MDS 2014-2017), 1042 (PMH-CIBMTR MUD 2015-2023), and 1043 (PMH MDS/MPN); however this is a distinct multicenter CTTC-wide haploidentical-only cohort. Largest Canadian real-world HID HCT experience to date.",national_registry,2016,2023,385,146,NA,"ATG-PTCy arm (n=148) entirely from Princess Margaret Hospital and likely overlaps temporally with PMHCC publications by Law 2018, Salas 2021 (refs 21, 22). Partial overlap possible with PMH-based cohorts 1013, 1042, 1043 for haploidentical subset patients; consolidator to adjudicate."
1056,Juravinski_Hamilton_RR_HL,"Single-centre retrospective observational cohort of 21 adult patients (>=18 yrs) with relapsed/refractory Hodgkin lymphoma who received an allogeneic stem cell transplant at the Juravinski Cancer Centre, Hamilton, Ontario, Canada between 1 January 2016 and 29 February 2024. All had prior ASCT (100%) and a median of 4 prior treatment lines (range 3-6); 90% prior BV exposure, 62% prior PD-1 inhibitor exposure. Donor types: 17 (81%) related haploidentical, 4 (19%) matched unrelated. All PBSC. 95% NMA conditioning Flu/Cy/TBI 200; 5% RIC Flu/Mel. GVHD prophylaxis: 18 (86%) PTCy/tacrolimus/MMF; 3 (14%) ATG/CNI/MMF. One patient received two haploidentical alloSCT — second transplant censored from analysis. Reports to CIBMTR.",single_center,2016,2024,21,147,NA,NA
1057,HCUV_INCLIVA_Valencia_AdV,"Single-center retrospective observational cohort of 131 consecutive adult (>=18 years) T-cell replete allogeneic HSCT recipients at Hospital Clinic Universitario de Valencia / INCLIVA Health Research Institute, Valencia, Spain, transplanted between January 2020 and March 2024. Predominantly PTCy-based GVHD prophylaxis (97%: Pt-Cy/Sir-MMF n=123 [94%], Pt-Cy/CsA-MMF n=4 [3%]). Donor types: matched related 30.5%, matched unrelated 26%, mismatched unrelated 17.6%, haploidentical 24.4%, mismatched related 1.5%. Conditioning: RIC 83.2%, MAC 16.8%. Stratified for analysis by AdV surveillance strategy: routine monitoring (n=77, high-risk: haploidentical, HLA-mismatched, or unrelated HLA-matched) vs symptom-based testing (n=54, low-risk MRD). Paper focus is on adenovirus DNAemia surveillance vs monitoring strategy, not on PTCy vs comparator. Distinct from cohort 1038 (Chorao Hospital Universitari La Fe Valencia 2017-2022) which is the other Valencia hospital. Could overlap with Bailen GETH 1019 (Hospital La Fe Valencia) only if shared center, but this paper is from Hospital Clinic Valencia (INCLIVA) which is a separate Valencia institution.",single_center,2020,2024,131,152,NA,"Hospital Clinic Universitario Valencia (INCLIVA) - distinct from Hospital Universitari i Politecnic La Fe Valencia (cohorts 1019 Bailen GETH, 1038 Chorao). Piñana/Solano/Navarro/Gimenez group."
1058,CYTOALLO_GITMO_AMCLI,"Prospective Italian multicenter epidemiological survey (CYTOALLO GITMO-AMCLI Survey, NCT04412811) of 1310 consecutive allo-HSCT recipients (adults and pediatric) from 42 GITMO transplant centers (~60% of allo-HSCTs performed in Italy during the study period) between 1 January 2021 and 31 March 2022. Patients followed for 1 year post-transplant. Heterogeneous mix of underlying diseases (acute leukemia 59.2%, MDS, MPN, lymphoma, aplastic anemia, others), donor types (MRD 21.4%, MMRD 4.0%, haplo 25.7%, MUD 30.2%, MMUD 18.1%), conditioning intensity (MAC 65%, RIC 24.3%, NMA 10.8%), and GVHD prophylaxis platforms (PTCy 40.9%, ATG/alemtuzumab in vivo TCD 39.2%). Stratified ONLY by letermovir primary prophylaxis (LET-PP): 879 received LET-PP (all HCMV-seropositive recipients except pediatric) vs 431 did not (mix of HCMV R- and pediatric R+ ineligible). PTCy is reported as a covariate within each LET-PP stratum but outcomes are NOT separated by PTCy vs non-PTCy use. No PTCy vs comparator contrast structure.",multicenter_collaboration,2021,2022,1310,155,NA,GITMO-sponsored prospective survey; distinct from any EBMT/CIBMTR registry cohorts. NCT04412811.
1059,OUS_Oslo_2yr_survivors,"Single-center retrospective cohort from the Oslo University Hospital (OUS) HSCT registry of 421 adult (>=18 years) patients with hematologic malignancy who underwent first allo-HSCT at OUS between 2005 and 2019 and were alive without relapse at 2 years post-transplant. OUS is the Norwegian national referral center performing the majority of allo-HSCT in Norway. Diseases: AML 50%, MDS/MPN 18%, lymphoma 16%, ALL 7%, CML 4%, CLL 3%. Donors: MRD 26%, 10/10 MUD 60%, 9/10 MMURD 11%, haplo 3%. PBSC 74%, BM 26%. Conditioning: MAC 54%, RIC 46%. GVHD prophylaxis: CsA/Tac alone 2%, CsA+MTX 77%, CsA+MMF 1%, CsA+sirolimus 15%, PTCy (with CsA+MMF, haplo only) 4% (n=17). ATG (thymoglobulin 4 mg/kg in 10/10 MUD or 6 mg/kg in 9/10) in 19% (n=81). Cohort restricted to 2-year survivors out of original 1000 transplanted. Median follow-up 6.2 yrs (2.0-16.1). Study focus: long-term outcome and risk factors for late death in 2-year survivors; no PTCy-vs-comparator stratification reported.",single_center,2005,2019,421,162,NA,"Related publication: Ali MM, Gronvold B, et al. Clin Lymphoma Myeloma Leuk 2021;21(9):598-605 (ref 34, same OUS Department of Hematology group, ATG addition in MUD PBSC HSCT). Likely shared institutional cohort but with different time window/inclusion criteria. Should be reconciled at consolidation."
1060,Jefferson_2step_MRD,"Single-center prospective phase II trial (NCT01315132) at Thomas Jefferson University, Philadelphia of a myeloablative 2-step HLA-matched related donor HSCT approach. N=46 adults (ages 25-65) with hematologic malignancies (AML 39%, MDS 15%, Ph+ ALL 11%, Ph- pre-B ALL 11%, NHL 13%, CMML 7%, MPD 2%, CML-blast crisis 2%) enrolled 2008-2018. Conditioning: 12 Gy TBI. Step 1: unmanipulated DLI containing fixed dose of 2 x 10^8/kg CD3+ cells (day -6); step 2: CD34-selected PBSC graft (day 0). GVHD prophylaxis: PTCy 60 mg/kg/day x 2 days (days -5 and -4 relative to graft) + tacrolimus + MMF. 42/46 had 8/8 MSD; 4/46 had haploidentical relative with 0-1 mismatch in GVH direction. Median follow-up 63 months.",single_center,2008,2018,46,163,NA,Distinct from Grosso 2011 Blood (2-step haploidentical phase 1/2) and Grosso 2015 BBMT (2-step haploidentical update). This is the first prospective trial of the 2-step approach in HLA-matched related donor HSCT.
